from_newsgroup,to_newsgroup,number_of_references,references_from_newsgroup,references_out_of_newsgroup
no.uninett.skole,no.irc,3,404,145
no.uninett.skole,no.jus,3,404,145
no.uninett.skole,no.kjemi,3,404,145
no.uninett.skole,no.linux,3,404,145
no.uninett.skole,no.mac,3,404,145
no.uninett.skole,no.mail.drift,3,404,145
no.uninett.skole,no.multimedia,3,404,145
no.uninett.skole,no.musikk,3,404,145
no.uninett.skole,no.musikk.gitar,3,404,145
no.uninett.skole,no.news.drift,3,404,145
no.uninett.skole,no.nuug,3,404,145
no.uninett.skole,no.psykologi,3,404,145
no.uninett.skole,no.radio-tv,3,404,145
no.uninett.skole,no.slekt,3,404,145
no.uninett.skole,no.sources.list,3,404,145
no.uninett.skole,no.sources.wanted,3,404,145
no.uninett.skole,no.speider,3,404,145
no.uninett.skole,no.spill,3,404,145
no.uninett.skole,no.sport.diverse,3,404,145
no.uninett.skole,no.standard,3,404,145
no.uninett.skole,no.stortinget,3,404,145
no.uninett.skole,no.student.nett,3,404,145
no.uninett.skole,no.student.samfund,3,404,145
no.uninett.skole,no.tegnsett,3,404,145
no.uninett.skole,no.telepost,3,404,145
no.uninett.skole,no.tungregning,3,404,145
no.uninett.skole,no.uninett.drift,3,404,145
no.uninett.skole,no.uninett.katalog,3,404,145
no.uninett.skole,no.unix,3,404,145
no.unix,no.alt.gledesutbrudd,3,2325,766
no.unix,no.havforskning,3,2325,766
no.unix,no.kjemi,3,2325,766
no.unix,no.litteratur,3,2325,766
no.unix,no.musikk,3,2325,766
no.unix,no.musikk.gitar,3,2325,766
no.unix,no.psykologi,3,2325,766
no.unix,no.slekt,3,2325,766
no.unix,no.sources.list,3,2325,766
no.unix,no.sources.wanted,3,2325,766
no.unix,no.speider,3,2325,766
no.unix,no.spill,3,2325,766
no.unix,no.sport.diverse,3,2325,766
no.unix,no.standard,3,2325,766
no.unix,no.telepost,3,2325,766
no.unix,no.tungregning,3,2325,766
no.unix,no.uninett.diverse,3,2325,766
no.unix,no.uninett.drift,3,2325,766
no.unix,no.uninett.hjelp,3,2325,766
no.unix,no.uninett.katalog,3,2325,766
no.unix,no.uninett.skole,3,2325,766
no.unix,no.vr,3,2325,766
no.vitser,no.ai,3,4950,665
no.vitser,no.alt.arkiv,3,4950,665
no.vitser,no.alt.config,3,4950,665
no.vitser,no.alt.mat,3,4950,665
no.vitser,no.alt.mat.drikke,3,4950,665
no.vitser,no.alt.motorsykler,3,4950,665
no.vitser,no.ms-windows,3,4950,665
no.vitser,no.reiser,3,4950,665
no.vitser,no.tele,3,4950,665
no.vitser,no.vr,3,4950,665
no.vitser,no.x,3,4950,665
no.vr,no.ai,3,62,24
no.vr,no.psykologi,3,62,24
no.vr,no.unix,3,62,24
no.vr,no.vitser,3,62,24
no.vr,no.x,3,62,24
no.www,no.prat.politikk,3,2032,312
no.www,no.prat.seksualitet,3,2032,312
no.x,no.vitser,3,212,85
no.x,no.vr,3,212,85
no.ai,no.alt.irctreff,2,158,118
no.ai,no.pc,2,158,118
no.ai,no.x,2,158,118
no.alkohol,no.alt.fan.de-lillos,2,2049,918
no.alkohol,no.alt.irctreff,2,2049,918
no.alkohol,no.biz.annonser,2,2049,918
no.alkohol,no.sykkel,2,2049,918
no.alkohol,no.x,2,2049,918
no.alt.amiga,no.marked,2,294,42
no.alt.amiga,no.news.diverse,2,294,42
no.alt.amiga,no.pc,2,294,42
no.alt.arkiv,no.alt.irctreff,2,74,67
no.alt.config,no.alt.irctreff,2,451,283
no.alt.config,no.news.drift,2,451,283
no.alt.diskusjoner,no.alt.fan.de-lillos,2,10536,4821
no.alt.diskusjoner,no.alt.irctreff,2,10536,4821
no.alt.diskusjoner,no.skole.diverse,2,10536,4821
no.alt.diskusjoner,no.tegnsett,2,10536,4821
no.alt.fan.de-lillos,no.musikk,2,115,8
no.alt.fan.de-lillos,no.musikk.gitar,2,115,8
no.alt.fan.de-lillos,unknown,2,115,8
no.alt.flame,no.alt.irctreff,2,16830,5387
no.alt.flame,no.alt.tegneserier,2,16830,5387
no.alt.flame,no.linux,2,16830,5387
no.alt.flame,no.radio_tv,2,16830,5387
no.alt.flame,no.speider,2,16830,5387
no.alt.frustrasjoner,no.alt.irctreff,2,21167,4522
no.alt.frustrasjoner,no.bibsys,2,21167,4522
no.alt.frustrasjoner,no.kryptografi,2,21167,4522
no.alt.frustrasjoner,no.marked.bil,2,21167,4522
no.alt.frustrasjoner,no.marked.bolig,2,21167,4522
no.alt.frustrasjoner,no.prat.politikk,2,21167,4522
no.alt.frustrasjoner,no.prat.ufo,2,21167,4522
no.alt.gledesutbrudd,no.alt.irctreff,2,6405,1220
no.alt.god.jul,no.alt.irctreff,2,399,231
no.alt.god.jul,no.alt.katter,2,399,231
no.alt.god.jul,no.alt.mat.drikke,2,399,231
no.alt.god.jul,no.news.diverse,2,399,231
no.alt.irc-treff,no.c,2,687,171
no.alt.irc-treff,no.ef,2,687,171
no.alt.irc-treff,no.elektronikk,2,687,171
no.alt.irc-treff,no.pc,2,687,171
no.alt.irctreff,no.ai,2,292,10
no.alt.irctreff,no.alkohol,2,292,10
no.alt.irctreff,no.alt.arkiv,2,292,10
no.alt.irctreff,no.alt.config,2,292,10
no.alt.irctreff,no.alt.diskusjoner,2,292,10
no.alt.irctreff,no.alt.flame,2,292,10
no.alt.irctreff,no.alt.frustrasjoner,2,292,10
no.alt.irctreff,no.alt.gledesutbrudd,2,292,10
no.alt.irctreff,no.alt.god.jul,2,292,10
no.alt.irctreff,no.alt.katter,2,292,10
no.alt.irctreff,no.alt.mat,2,292,10
no.alt.irctreff,no.alt.mat.drikke,2,292,10
no.alt.irctreff,no.alt.pompelog,2,292,10
no.alt.irctreff,no.alt.radio_tv.irma1000,2,292,10
no.alt.irctreff,no.alt.tegneserier,2,292,10
no.alt.katter,no.alt.god.jul,2,1001,143
no.alt.katter,no.alt.irctreff,2,1001,143
no.alt.mat,no.alt.irctreff,2,2055,461
no.alt.mat,no.prat.narkotika,2,2055,461
no.alt.mat,no.religion,2,2055,461
no.alt.mat.drikke,no.alt.god.jul,2,467,164
no.alt.mat.drikke,no.alt.irctreff,2,467,164
no.alt.pompel-og-pilt,no.alt.radio_tv.irma1000,2,215,83
no.alt.pompelog,no.alt.irctreff,2,182,83
no.alt.radio-tv.irma-1000,no.alt.pompelog,2,108,76
no.alt.radio_tv.irma1000,no.alt.irctreff,2,210,59
no.alt.tegneserier,no.alt.flame,2,1182,354
no.alt.tegneserier,no.alt.irctreff,2,1182,354
no.amiga,no.biz.annonser,2,2054,166
no.amiga,no.biz.annonser.data,2,2054,166
no.amiga,no.general,2,2054,166
no.amiga,no.linux,2,2054,166
no.amiga,no.x,2,2054,166
no.audio,no.amiga,2,4947,852
no.audio,no.bibsys,2,4947,852
no.audio,no.biz.annonser.data,2,4947,852
no.audio,no.vitser,2,4947,852
no.bibsys,no.audio,2,57,54
no.bil,no.alt.flame,2,3441,496
no.bil,no.ms-windows,2,3441,496
no.bil,no.pc,2,3441,496
no.bil,no.telepost,2,3441,496
no.biz.annonser,no.unix,2,746,501
no.biz.annonser.data,no.alt.motorsykler,2,276,193
no.biz.annonser.data,no.audio,2,276,193
no.biz.annonser.data,no.linux,2,276,193
no.biz.annonser.data,no.mac,2,276,193
no.biz.annonser.data,no.ms-windows,2,276,193
no.biz.annonser.data,no.unix,2,276,193
no.biz.diskusjoner,no.alt.frustrasjoner,2,147,96
no.biz.diskusjoner,no.vitser,2,147,96
no.bolig,no.alt.god.jul,2,357,63
no.bolig,no.news.diverse,2,357,63
no.c,no.alt.irc-treff,2,1412,303
no.ef,no.alt.irc-treff,2,866,633
no.ef,no.news.diverse,2,866,633
no.ef,no.x,2,866,633
no.elektronikk,no.alt.gledesutbrudd,2,1832,584
no.elektronikk,no.alt.irc-treff,2,1832,584
no.embnet,no.x,2,178,157
no.film,no.hobby.diverse,2,6949,1035
no.film,no.ms-windows,2,6949,1035
no.film,no.vitser,2,6949,1035
no.folklore.edb,unknown,2,123,71
no.folklore.generelt,no.alt.god.jul,2,7,7
no.folklore.generelt,no.c,2,7,7
no.folklore.generelt,no.general,2,7,7
no.folklore.generelt,no.marked,2,7,7
no.folklore.overtro,no.c,2,3,3
no.folklore.overtro,no.general,2,3,3
no.general,no.alt.radio_tv.irma1000,2,47032,13121
no.general,no.marked.diskusjon,2,47032,13121
no.general,no.sources.list,2,47032,13121
no.general,no.sport.fotball,2,47032,13121
no.general,no.svar,2,47032,13121
no.general,no.tungregning,2,47032,13121
no.havforskning,no.medisin,2,243,165
no.havforskning,no.prat.politikk,2,243,165
no.havforskning,no.skole.diverse,2,243,165
no.havforskning,no.vit.diverse,2,243,165
no.hobby.diverse,no.alt.god.jul,2,159,79
no.hobby.diverse,no.sport.diverse,2,159,79
no.irc,no.medisin,2,3970,1022
no.irc,no.ms-windows,2,3970,1022
no.it.diverse,no.alt.gledesutbrudd,2,330,168
no.it.diverse,no.it.os.os2,2,330,168
no.it.diverse,no.news.diverse,2,330,168
no.it.diverse,no.tele,2,330,168
no.it.diverse,no.unix,2,330,168
no.it.emacs,no.alt.flame,2,708,143
no.it.os.os2,no.it.diverse,2,369,38
no.it.os.os2,no.unix,2,369,38
no.jus,no.ms-windows,2,5232,1998
no.jus,no.sykkel,2,5232,1998
no.kjemi,no.ms-windows,2,830,350
no.kjemi,no.prat.politikk,2,830,350
no.kjemi,no.skole.diverse,2,830,350
no.linux,no.biz.annonser.data,2,8833,1209
no.lisp,no.news.diverse,2,373,193
no.litteratur,no.spill.rollespill,2,2060,485
no.mac,no.biz.annonser.data,2,11681,1053
no.marked,no.alt.amiga,2,4847,1840
no.marked,no.vit.diverse,2,4847,1840
no.marked.bolig,no.alt.god.jul,2,67,36
no.marked.data,no.religion,2,4910,1299
no.marked.data,no.student.nett,2,4910,1299
no.marked.data,no.student.samfund,2,4910,1299
no.marked.diskusjon,no.general,2,54,49
no.marked.jobb,no.alt.diskusjoner,2,766,318
no.marked.jobb,no.amiga,2,766,318
no.marked.jobb,no.news.drift,2,766,318
no.marked.jobb,no.student.nett,2,766,318
no.marked.jobb,no.uninett.diverse,2,766,318
no.media,no.news.diverse,2,58,45
no.media,no.prat.politikk,2,58,45
no.media,no.prat.seksualitet,2,58,45
no.medisin,no.havforskning,2,880,278
no.medisin,no.irc,2,880,278
no.medisin,no.org.efn.diskusjon,2,880,278
no.medisin,no.psykologi,2,880,278
no.medisin,no.vit.diverse,2,880,278
no.ms-windows,no.bil,2,4123,936
no.ms-windows,no.biz.annonser.data,2,4123,936
no.ms-windows,no.film,2,4123,936
no.ms-windows,no.irc,2,4123,936
no.ms-windows,no.jus,2,4123,936
no.ms-windows,no.kjemi,2,4123,936
no.ms-windows,no.vitser,2,4123,936
no.musikk,no.amiga,2,15532,1497
no.musikk,no.radio_tv,2,15532,1497
no.musikk,no.reiser,2,15532,1497
no.musikk,no.vitser,2,15532,1497
no.musikk.gitar,no.alt.fan.de-lillos,2,910,220
no.musikk.gitar,no.org.decus,2,910,220
no.net,no.vitser,2,1110,523
no.net,no.www,2,1110,523
no.news.diverse,no.alt.radio_tv.irma1000,2,6024,2109
no.news.diverse,no.org.decus,2,6024,2109
no.news.diverse,no.student.nett,2,6024,2109
no.news.drift,no.marked.jobb,2,345,185
no.norsk,no.x,2,11325,2296
no.nuug,no.uninett.diverse,2,50,46
no.nuug,no.uninett.drift,2,50,46
no.nuug,no.uninett.hjelp,2,50,46
no.nuug,no.uninett.katalog,2,50,46
no.nuug,no.uninett.skole,2,50,46
no.pc,no.bil,2,12883,2791
no.pc,no.biz.nettilbydere,2,12883,2791
no.pc,no.typografi,2,12883,2791
no.perl,no.marked.jobb,2,633,117
no.perl,no.musikk,2,633,117
no.perl,no.prat.politikk,2,633,117
no.perl,no.prat.seksualitet,2,633,117
no.perl,no.pressemeldinger.diskusjon,2,633,117
no.perl,no.radio-tv,2,633,117
no.perl,no.reiser,2,633,117
no.perl,no.religion,2,633,117
no.perl,no.slekt,2,633,117
no.perl,no.speider,2,633,117
no.perl,no.spill,2,633,117
no.perl,no.spill.rollespill,2,633,117
no.perl,no.spill.sjakk,2,633,117
no.perl,no.sport.diverse,2,633,117
no.perl,no.sport.fotball,2,633,117
no.prat.aksjer,no.marked.jobb,2,478,46
no.prat.aksjer,no.musikk,2,478,46
no.prat.narkotika,no.alt.mat,2,1591,613
no.prat.narkotika,no.prat.seksualitet,2,1591,613
no.prat.narkotika,no.pressemeldinger.diskusjon,2,1591,613
no.prat.narkotika,no.reiser,2,1591,613
no.prat.narkotika,no.slekt,2,1591,613
no.prat.narkotika,no.speider,2,1591,613
no.prat.narkotika,no.spill,2,1591,613
no.prat.narkotika,no.spill.rollespill,2,1591,613
no.prat.narkotika,no.spill.sjakk,2,1591,613
no.prat.narkotika,no.sport.diverse,2,1591,613
no.prat.narkotika,no.sport.fotball,2,1591,613
no.prat.politikk,no.alt.frustrasjoner,2,2527,1425
no.prat.politikk,no.media,2,2527,1425
no.prat.politikk,no.perl,2,2527,1425
no.prat.politikk,no.prat.ufo,2,2527,1425
no.prat.politikk,no.radio-tv,2,2527,1425
no.prat.politikk,no.reiser,2,2527,1425
no.prat.politikk,no.slekt,2,2527,1425
no.prat.politikk,no.speider,2,2527,1425
no.prat.politikk,no.spill,2,2527,1425
no.prat.politikk,no.spill.rollespill,2,2527,1425
no.prat.politikk,no.spill.sjakk,2,2527,1425
no.prat.politikk,no.sport.diverse,2,2527,1425
no.prat.politikk,no.sport.fotball,2,2527,1425
no.prat.politikk,no.vit.diverse,2,2527,1425
no.prat.politikk,no.www,2,2527,1425
no.prat.seksualitet,no.media,2,2367,181
no.prat.seksualitet,no.perl,2,2367,181
no.prat.seksualitet,no.prat.narkotika,2,2367,181
no.prat.seksualitet,no.prat.ufo,2,2367,181
no.prat.seksualitet,no.pressemeldinger.diskusjon,2,2367,181
no.prat.seksualitet,no.radio-tv,2,2367,181
no.prat.seksualitet,no.reiser,2,2367,181
no.prat.seksualitet,no.religion,2,2367,181
no.prat.seksualitet,no.slekt,2,2367,181
no.prat.seksualitet,no.spill,2,2367,181
no.prat.seksualitet,no.spill.rollespill,2,2367,181
no.prat.seksualitet,no.spill.sjakk,2,2367,181
no.prat.seksualitet,no.sport.diverse,2,2367,181
no.prat.seksualitet,no.sport.fotball,2,2367,181
no.prat.seksualitet,no.www,2,2367,181
no.prat.ufo,no.biz.annonser,2,468,36
no.prat.ufo,no.hobby.diverse,2,468,36
no.prat.ufo,no.prat.politikk,2,468,36
no.prat.ufo,no.prat.seksualitet,2,468,36
no.prat.ufo,no.pressemeldinger.diskusjon,2,468,36
no.prat.ufo,no.reiser,2,468,36
no.prat.ufo,no.religion,2,468,36
no.prat.ufo,no.slekt,2,468,36
no.prat.ufo,no.speider,2,468,36
no.prat.ufo,no.spill,2,468,36
no.prat.ufo,no.spill.rollespill,2,468,36
no.prat.ufo,no.spill.sjakk,2,468,36
no.prat.ufo,no.sport.diverse,2,468,36
no.prat.ufo,no.sport.fotball,2,468,36
no.pressemeldinger.diskusjon,no.perl,2,24,12
no.pressemeldinger.diskusjon,no.prat.narkotika,2,24,12
no.pressemeldinger.diskusjon,no.prat.seksualitet,2,24,12
no.pressemeldinger.diskusjon,no.prat.ufo,2,24,12
no.pressemeldinger.diskusjon,no.radio-tv,2,24,12
no.pressemeldinger.diskusjon,no.reiser,2,24,12
no.pressemeldinger.diskusjon,no.religion,2,24,12
no.pressemeldinger.diskusjon,no.slekt,2,24,12
no.pressemeldinger.diskusjon,no.speider,2,24,12
no.pressemeldinger.diskusjon,no.spill,2,24,12
no.pressemeldinger.diskusjon,no.spill.rollespill,2,24,12
no.pressemeldinger.diskusjon,no.spill.sjakk,2,24,12
no.pressemeldinger.diskusjon,no.sport.diverse,2,24,12
no.pressemeldinger.diskusjon,no.sport.fotball,2,24,12
no.psykologi,no.medisin,2,1209,553
no.radio-tv,no.alt.gledesutbrudd,2,2524,676
no.radio-tv,no.perl,2,2524,676
no.radio-tv,no.prat.narkotika,2,2524,676
no.radio-tv,no.prat.politikk,2,2524,676
no.radio-tv,no.prat.seksualitet,2,2524,676
no.radio-tv,no.pressemeldinger.diskusjon,2,2524,676
no.radio-tv,no.reiser,2,2524,676
no.radio-tv,no.spill.rollespill,2,2524,676
no.radio-tv,no.spill.sjakk,2,2524,676
no.radio-tv,no.sport.fotball,2,2524,676
no.radio_tv,no.uninett.drift,2,909,244
no.radio_tv,no.uninett.hjelp,2,909,244
no.radio_tv,no.uninett.katalog,2,909,244
no.reiser,no.jus,2,746,84
no.reiser,no.musikk,2,746,84
no.reiser,no.perl,2,746,84
no.reiser,no.prat.narkotika,2,746,84
no.reiser,no.prat.politikk,2,746,84
no.reiser,no.prat.seksualitet,2,746,84
no.reiser,no.prat.ufo,2,746,84
no.reiser,no.pressemeldinger.diskusjon,2,746,84
no.reiser,no.radio-tv,2,746,84
no.reiser,no.religion,2,746,84
no.reiser,no.spill.rollespill,2,746,84
no.reiser,no.spill.sjakk,2,746,84
no.reiser,no.sport.fotball,2,746,84
no.religion,no.alkohol,2,14266,2206
no.religion,no.alt.mat,2,14266,2206
no.religion,no.film,2,14266,2206
no.religion,no.litteratur,2,14266,2206
no.religion,no.norsk,2,14266,2206
no.religion,no.perl,2,14266,2206
no.religion,no.prat.seksualitet,2,14266,2206
no.religion,no.prat.ufo,2,14266,2206
no.religion,no.pressemeldinger.diskusjon,2,14266,2206
no.religion,no.reiser,2,14266,2206
no.religion,no.speider,2,14266,2206
no.religion,no.spill.rollespill,2,14266,2206
no.religion,no.spill.sjakk,2,14266,2206
no.religion,no.sport.fotball,2,14266,2206
no.religion,no.test,2,14266,2206
no.skole.diverse,no.slekt,2,350,231
no.skole.diverse,no.speider,2,350,231
no.skole.diverse,no.spill,2,350,231
no.skole.diverse,no.test,2,350,231
no.slekt,no.alt.arkiv,2,2669,367
no.slekt,no.perl,2,2669,367
no.slekt,no.prat.narkotika,2,2669,367
no.slekt,no.prat.politikk,2,2669,367
no.slekt,no.prat.seksualitet,2,2669,367
no.slekt,no.prat.ufo,2,2669,367
no.slekt,no.pressemeldinger.diskusjon,2,2669,367
no.slekt,no.skole.diverse,2,2669,367
no.slekt,no.spill.rollespill,2,2669,367
no.slekt,no.spill.sjakk,2,2669,367
no.slekt,no.sport.fotball,2,2669,367
no.slekt,no.test,2,2669,367
no.slekt,no.uninett.fik,2,2669,367
no.speider,no.perl,2,749,86
no.speider,no.prat.narkotika,2,749,86
no.speider,no.prat.politikk,2,749,86
no.speider,no.prat.ufo,2,749,86
no.speider,no.pressemeldinger.diskusjon,2,749,86
no.speider,no.religion,2,749,86
no.speider,no.skole.diverse,2,749,86
no.speider,no.spill.rollespill,2,749,86
no.speider,no.spill.sjakk,2,749,86
no.speider,no.sport.fotball,2,749,86
no.speider,no.test,2,749,86
no.spill,no.perl,2,5773,631
no.spill,no.prat.narkotika,2,5773,631
no.spill,no.prat.politikk,2,5773,631
no.spill,no.prat.seksualitet,2,5773,631
no.spill,no.prat.ufo,2,5773,631
no.spill,no.pressemeldinger.diskusjon,2,5773,631
no.spill,no.skole.diverse,2,5773,631
no.spill,no.spill.rollespill,2,5773,631
no.spill,no.spill.sjakk,2,5773,631
no.spill,no.sport.fotball,2,5773,631
no.spill,no.test,2,5773,631
no.spill.rollespill,no.perl,2,545,34
no.spill.rollespill,no.prat.narkotika,2,545,34
no.spill.rollespill,no.prat.politikk,2,545,34
no.spill.rollespill,no.prat.seksualitet,2,545,34
no.spill.rollespill,no.prat.ufo,2,545,34
no.spill.rollespill,no.pressemeldinger.diskusjon,2,545,34
no.spill.rollespill,no.radio-tv,2,545,34
no.spill.rollespill,no.reiser,2,545,34
no.spill.rollespill,no.religion,2,545,34
no.spill.rollespill,no.slekt,2,545,34
no.spill.rollespill,no.speider,2,545,34
no.spill.rollespill,no.spill,2,545,34
no.spill.rollespill,no.spill.sjakk,2,545,34
no.spill.rollespill,no.sport.diverse,2,545,34
no.spill.rollespill,no.sport.fotball,2,545,34
no.spill.sjakk,no.perl,2,232,63
no.spill.sjakk,no.prat.narkotika,2,232,63
no.spill.sjakk,no.prat.politikk,2,232,63
no.spill.sjakk,no.prat.seksualitet,2,232,63
no.spill.sjakk,no.prat.ufo,2,232,63
no.spill.sjakk,no.pressemeldinger.diskusjon,2,232,63
no.spill.sjakk,no.radio-tv,2,232,63
no.spill.sjakk,no.reiser,2,232,63
no.spill.sjakk,no.religion,2,232,63
no.spill.sjakk,no.slekt,2,232,63
no.spill.sjakk,no.speider,2,232,63
no.spill.sjakk,no.spill.rollespill,2,232,63
no.spill.sjakk,no.sport.diverse,2,232,63
no.spill.sjakk,no.sport.fotball,2,232,63
no.sport.diverse,no.perl,2,3164,378
no.sport.diverse,no.prat.narkotika,2,3164,378
no.sport.diverse,no.prat.politikk,2,3164,378
no.sport.diverse,no.prat.seksualitet,2,3164,378
no.sport.diverse,no.prat.ufo,2,3164,378
no.sport.diverse,no.pressemeldinger.diskusjon,2,3164,378
no.sport.diverse,no.spill.rollespill,2,3164,378
no.sport.diverse,no.spill.sjakk,2,3164,378
no.sport.fotball,no.perl,2,1348,75
no.sport.fotball,no.prat.narkotika,2,1348,75
no.sport.fotball,no.prat.politikk,2,1348,75
no.sport.fotball,no.prat.seksualitet,2,1348,75
no.sport.fotball,no.prat.ufo,2,1348,75
no.sport.fotball,no.pressemeldinger.diskusjon,2,1348,75
no.sport.fotball,no.radio-tv,2,1348,75
no.sport.fotball,no.reiser,2,1348,75
no.sport.fotball,no.religion,2,1348,75
no.sport.fotball,no.slekt,2,1348,75
no.sport.fotball,no.speider,2,1348,75
no.sport.fotball,no.spill,2,1348,75
no.sport.fotball,no.spill.rollespill,2,1348,75
no.sport.fotball,no.spill.sjakk,2,1348,75
no.standard,no.general,2,64,38
no.stortinget,no.skole.diverse,2,1495,626
no.stortinget,no.uninett.hjelp,2,1495,626
no.stortinget,no.vit.diverse,2,1495,626
no.student.nett,no.alt.frustrasjoner,2,159,70
no.student.nett,no.alt.god.jul,2,159,70
no.student.nett,no.marked.jobb,2,159,70
no.student.nett,no.x,2,159,70
no.student.samfund,no.alt.god.jul,2,98,54
no.student.samfund,no.jus,2,98,54
no.sykkel,no.alt.flame,2,2152,284
no.tegnsett,no.marked.data,2,313,139
no.tegnsett,no.musikk,2,313,139
no.tegnsett,no.news.diverse,2,313,139
no.tegnsett,no.uninett.skole,2,313,139
no.tegnsett,no.x,2,313,139
no.tele,no.biz.annonser.data,2,3203,694
no.tele,no.it.diverse,2,3203,694
no.tele,no.news.diverse,2,3203,694
no.tele,no.radio_tv,2,3203,694
no.tele,no.tegnsett,2,3203,694
no.tele,no.uninett.drift,2,3203,694
no.tele,no.vit.diverse,2,3203,694
no.test,no.skole.diverse,2,1148,154
no.test,no.slekt,2,1148,154
no.tungregning,no.alt.frustrasjoner,2,14,8
no.tungregning,no.alt.gledesutbrudd,2,14,8
no.tungregning,no.alt.god.jul,2,14,8
no.tungregning,no.alt.mat,2,14,8
no.tungregning,no.alt.motorsykler,2,14,8
no.tungregning,no.alt.pompelog,2,14,8
no.tungregning,no.alt.radio_tv.irma1000,2,14,8
no.tungregning,no.alt.tegneserier,2,14,8
no.tungregning,no.audio,2,14,8
no.tungregning,no.c,2,14,8
no.tungregning,no.ef,2,14,8
no.tungregning,no.embnet,2,14,8
no.tungregning,no.eunet.diverse,2,14,8
no.tungregning,no.eunet.drift,2,14,8
no.tungregning,no.eunet.hjelp,2,14,8
no.tungregning,no.film,2,14,8
no.tungregning,no.org.efn.diskusjon,2,14,8
no.tungregning,unknown,2,14,8
no.typografi,no.norsk.fagord,2,164,85
no.uninett.drift,no.tele,2,47,20
no.uninett.hjelp,no.stortinget,2,37,12
no.unix,no.alt.tegneserier,2,2325,766
no.unix,no.biz.annonser,2,2325,766
no.unix,no.biz.annonser.data,2,2325,766
no.unix,no.it.diverse,2,2325,766
no.unix,no.it.os.os2,2,2325,766
no.unix,no.mswindow,2,2325,766
no.unix,no.radio_tv,2,2325,766
no.unix,no.svar,2,2325,766
no.vit.diverse,no.marked,2,447,186
no.vit.diverse,no.prat.politikk,2,447,186
no.vit.diverse,no.tele,2,447,186
no.vitser,no.alt.pompel-og-pilt,2,4950,665
no.vitser,no.alt.radio-tv.irma-1000,2,4950,665
no.vitser,no.audio,2,4950,665
no.vitser,no.litteratur,2,4950,665
no.vitser,no.multimedia,2,4950,665
no.vitser,no.net,2,4950,665
no.vitser,no.radio_tv,2,4950,665
no.vitser,no.slekt,2,4950,665
no.www,no.marked.jobb,2,2032,312
no.x,no.ai,2,212,85
no.x,no.alkohol,2,212,85
no.x,no.audio,2,212,85
no.x,no.bil,2,212,85
no.x,no.bolig,2,212,85
no.x,no.ef,2,212,85
no.x,no.elektronikk,2,212,85
no.x,no.embnet,2,212,85
no.x,no.film,2,212,85
no.x,no.irc,2,212,85
no.x,no.norsk,2,212,85
no.x,no.student.nett,2,212,85
no.ai,no.alt.fan.de-lillos,1,158,118
no.ai,no.biz.annonser,1,158,118
no.ai,no.biz.diskusjoner,1,158,118
no.ai,no.kjemi,1,158,118
no.ai,no.kryptografi,1,158,118
no.ai,no.linux,1,158,118
no.ai,no.lisp,1,158,118
no.ai,no.litteratur,1,158,118
no.ai,no.mac,1,158,118
no.ai,no.marked,1,158,118
no.ai,no.ms-windows,1,158,118
no.ai,no.multimedia,1,158,118
