from_newsgroup,to_newsgroup,number_of_references,references_from_newsgroup,references_out_of_newsgroup
no.alt.katter,no.marked.bolig,20,5789,2679
no.alt.katter,no.marked.data,20,5789,2679
no.alt.katter,no.marked.jobb,20,5789,2679
no.alt.mat,no.alt.pompel-og-pilt,20,13614,6912
no.alt.mat.drikke,no.film,20,3508,2315
no.alt.mat.drikke,no.irc,20,3508,2315
no.alt.mat.drikke,no.jus,20,3508,2315
no.alt.mat.drikke,no.kryptografi,20,3508,2315
no.alt.mat.drikke,no.linux,20,3508,2315
no.alt.mat.drikke,no.lisp,20,3508,2315
no.alt.mat.drikke,no.litteratur,20,3508,2315
no.alt.mat.drikke,no.mac,20,3508,2315
no.alt.mat.drikke,no.mail.diverse,20,3508,2315
no.alt.mat.drikke,no.mail.drift,20,3508,2315
no.alt.mat.drikke,no.marked.bil,20,3508,2315
no.alt.mat.drikke,no.marked.bolig,20,3508,2315
no.alt.mat.drikke,no.marked.data,20,3508,2315
no.alt.motorsykler,no.alt.pompel-og-pilt,20,272638,18101
no.alt.pompel-og-pilt,no.it.emacs,20,13193,12415
no.alt.pompel-og-pilt,no.kryptografi,20,13193,12415
no.alt.pompel-og-pilt,no.marked.bil,20,13193,12415
no.alt.pompel-og-pilt,no.marked.bolig,20,13193,12415
no.alt.radio-tv.irma-1000,no.it.emacs,20,12006,11504
no.alt.radio-tv.irma-1000,no.kryptografi,20,12006,11504
no.alt.radio-tv.irma-1000,no.marked.bil,20,12006,11504
no.alt.radio-tv.irma-1000,no.marked.bolig,20,12006,11504
no.alt.tegneserier,no.it.emacs,20,18956,14973
no.alt.tegneserier,no.kryptografi,20,18956,14973
no.alt.tegneserier,no.marked.bil,20,18956,14973
no.alt.tegneserier,no.marked.bolig,20,18956,14973
no.audio,no.it.emacs,20,47065,21499
no.audio,no.marked.bolig,20,47065,21499
no.bil,no.it.emacs,20,31226,13872
no.bil,no.marked.bolig,20,31226,13872
no.biz.annonser,no.jus,20,6978,4924
no.biz.annonser,no.net,20,6978,4924
no.biz.annonser,no.news.diverse,20,6978,4924
no.biz.diskusjoner,no.it.emacs,20,1933,1624
no.biz.diskusjoner,no.marked.bil,20,1933,1624
no.biz.diskusjoner,no.marked.bolig,20,1933,1624
no.bolig,no.it.emacs,20,1856,1068
no.bolig,no.marked.bil,20,1856,1068
no.c,no.it.emacs,20,23413,17227
no.c,no.marked.bil,20,23413,17227
no.c,no.marked.bolig,20,23413,17227
no.ef,no.it.emacs,20,29077,23384
no.ef,no.marked.bil,20,29077,23384
no.ef,no.marked.bolig,20,29077,23384
no.elektronikk,no.it.emacs,20,24612,17793
no.elektronikk,no.marked.bolig,20,24612,17793
no.embnet,no.it.emacs,20,17286,16200
no.embnet,no.marked.bil,20,17286,16200
no.embnet,no.marked.bolig,20,17286,16200
no.eunet.diverse,no.tungregning,20,3074,2762
no.eunet.drift,no.tungregning,20,2743,2106
no.eunet.hjelp,no.tungregning,20,3090,2350
no.film,no.alt.diskusjoner,20,51355,19630
no.general,no.hobby.diverse,20,572652,195646
no.it.diverse,no.typografi,20,2530,1534
no.it.diverse,no.www,20,2530,1534
no.mac,no.media,20,71238,24654
no.mail.diverse,no.media,20,26660,21940
no.marked.bil,no.media,20,1434,1075
no.marked.bil,no.net,20,1434,1075
no.marked.bil,no.norsk,20,1434,1075
no.marked.bil,no.nuug,20,1434,1075
no.marked.bil,no.pc,20,1434,1075
no.marked.bolig,no.media,20,1234,1102
no.marked.bolig,no.net,20,1234,1102
no.marked.bolig,no.norsk,20,1234,1102
no.marked.bolig,no.nuug,20,1234,1102
no.marked.jobb,no.sport.diverse,20,20015,16808
no.media,no.net,20,862,728
no.media,no.norsk,20,862,728
no.media,no.nuug,20,862,728
no.medisin,no.org.efn.diskusjon,20,14388,9060
no.net,no.biz.annonser,20,23765,19184
no.net,no.media,20,23765,19184
no.news.diverse,no.alt.pompel-og-pilt,20,62629,27354
no.norsk,no.media,20,107590,28991
no.nuug,no.media,20,3090,2947
no.perl,no.pc,20,3503,972
no.prat.narkotika,no.medisin,20,19057,7971
no.reiser,no.slekt,20,2299,410
no.slekt,no.general,20,8720,2814
no.sport.fotball,no.alt.gledesutbrudd,20,7137,416
no.test,no.spill,20,1919,307
no.vit.diverse,no.alt.mat,20,3710,1319
no.alt.diskusjoner,no.alt.irc-treff,19,168368,81207
no.alt.diskusjoner,no.alt.pompel-og-pilt,19,168368,81207
no.alt.mat,no.alt.radio-tv.irma-1000,19,13614,6912
no.alt.motorsykler,no.alt.irc-treff,19,272638,18101
no.amiga,no.tele,19,13494,803
no.bibsys,no.ms-windows,19,3448,2954
no.bibsys,no.norsk.fagord,19,3448,2954
no.bibsys,no.skole.diverse,19,3448,2954
no.bibsys,no.uninett.skole,19,3448,2954
no.bibsys,no.vit.diverse,19,3448,2954
no.biz.annonser,no.alt.mat,19,6978,4924
no.biz.annonser,no.alt.tegneserier,19,6978,4924
no.biz.annonser,no.c,19,6978,4924
no.biz.annonser,no.havforskning,19,6978,4924
no.biz.annonser.data,no.biz.nettilbydere,19,2365,1608
no.general,no.nuug,19,572652,195646
no.general,no.uninett.hjelp,19,572652,195646
no.it.diverse,no.mail.diverse,19,2530,1534
no.kryptografi,no.jus,19,2038,983
no.linux,no.svar,19,55051,23868
no.mac,no.norsk.fagord,19,71238,24654
no.mac,no.perl,19,71238,24654
no.mail.diverse,no.it.diverse,19,26660,21940
no.mail.diverse,no.norsk.fagord,19,26660,21940
no.mail.drift,no.media,19,20201,18601
no.mail.drift,no.norsk.fagord,19,20201,18601
no.marked,no.norsk.fagord,19,50284,36323
no.marked.bil,no.medisin,19,1434,1075
no.marked.bil,no.multimedia,19,1434,1075
no.marked.bil,no.norsk.fagord,19,1434,1075
no.marked.bil,unknown,19,1434,1075
no.marked.bolig,no.medisin,19,1234,1102
no.marked.bolig,no.multimedia,19,1234,1102
no.marked.bolig,no.norsk.fagord,19,1234,1102
no.marked.bolig,no.pc,19,1234,1102
no.marked.data,no.medisin,19,33874,20913
no.marked.data,no.norsk.fagord,19,33874,20913
no.marked.jobb,no.media,19,20015,16808
no.media,no.audio,19,862,728
no.media,no.litteratur,19,862,728
no.media,no.mail.drift,19,862,728
no.media,no.medisin,19,862,728
no.media,no.norsk.fagord,19,862,728
no.media,no.prat.ufo,19,862,728
no.medisin,no.marked.data,19,14388,9060
no.medisin,no.media,19,14388,9060
no.medisin,no.nuug,19,14388,9060
no.medisin,no.pc,19,14388,9060
no.ms-windows,no.bibsys,19,21902,9781
no.ms-windows,no.skole.diverse,19,21902,9781
no.ms-windows,no.uninett.skole,19,21902,9781
no.ms-windows,no.vit.diverse,19,21902,9781
no.multimedia,no.norsk.fagord,19,31206,26667
no.musikk,no.biz.annonser.data,19,140052,23221
no.musikk.gitar,no.alt.mat,19,15536,12739
no.musikk.gitar,no.alt.motorsykler,19,15536,12739
no.musikk.gitar,no.alt.pompelog,19,15536,12739
no.musikk.gitar,no.alt.radio_tv.irma1000,19,15536,12739
no.musikk.gitar,no.eunet.diverse,19,15536,12739
no.musikk.gitar,no.eunet.drift,19,15536,12739
no.musikk.gitar,no.eunet.hjelp,19,15536,12739
no.musikk.gitar,no.stortinget,19,15536,12739
no.net,no.norsk.fagord,19,23765,19184
no.norsk,no.norsk.fagord,19,107590,28991
no.norsk.fagord,no.bibsys,19,1361,635
no.norsk.fagord,no.litteratur,19,1361,635
no.norsk.fagord,no.mac,19,1361,635
no.norsk.fagord,no.mail.diverse,19,1361,635
no.norsk.fagord,no.mail.drift,19,1361,635
no.norsk.fagord,no.marked,19,1361,635
no.norsk.fagord,no.marked.data,19,1361,635
no.norsk.fagord,no.media,19,1361,635
no.norsk.fagord,no.multimedia,19,1361,635
no.norsk.fagord,no.net,19,1361,635
no.norsk.fagord,no.norsk,19,1361,635
no.norsk.fagord,no.nuug,19,1361,635
no.norsk.fagord,no.skole.diverse,19,1361,635
no.norsk.fagord,no.uninett.skole,19,1361,635
no.norsk.fagord,no.vit.diverse,19,1361,635
no.nuug,no.medisin,19,3090,2947
no.nuug,no.norsk.fagord,19,3090,2947
no.prat.narkotika,no.litteratur,19,19057,7971
no.prat.narkotika,no.mac,19,19057,7971
no.prat.narkotika,no.mail.diverse,19,19057,7971
no.prat.narkotika,no.mail.drift,19,19057,7971
no.prat.narkotika,no.marked,19,19057,7971
no.prat.narkotika,no.marked.data,19,19057,7971
no.prat.narkotika,no.media,19,19057,7971
no.prat.narkotika,no.multimedia,19,19057,7971
no.prat.narkotika,no.net,19,19057,7971
no.prat.narkotika,no.norsk,19,19057,7971
no.prat.narkotika,no.norsk.fagord,19,19057,7971
no.prat.narkotika,no.nuug,19,19057,7971
no.prat.narkotika,no.pc,19,19057,7971
no.prat.seksualitet,no.vitser,19,25183,3836
no.prat.ufo,no.litteratur,19,4761,628
no.prat.ufo,no.mac,19,4761,628
no.prat.ufo,no.mail.diverse,19,4761,628
no.prat.ufo,no.mail.drift,19,4761,628
no.prat.ufo,no.marked.data,19,4761,628
no.prat.ufo,no.medisin,19,4761,628
no.prat.ufo,no.multimedia,19,4761,628
no.prat.ufo,no.net,19,4761,628
no.prat.ufo,no.norsk,19,4761,628
no.prat.ufo,no.norsk.fagord,19,4761,628
no.prat.ufo,no.nuug,19,4761,628
no.prat.ufo,no.pc,19,4761,628
no.reiser,no.net,19,2299,410
no.religion,no.prat.narkotika,19,143204,29159
no.religion,no.radio_tv,19,143204,29159
no.skole.diverse,no.bibsys,19,7597,5491
no.skole.diverse,no.ms-windows,19,7597,5491
no.skole.diverse,no.norsk.fagord,19,7597,5491
no.slekt,no.film,19,8720,2814
no.sport.diverse,no.film,19,15689,4266
no.sport.fotball,no.media,19,7137,416
no.uninett.diverse,no.uninett.hjelp,19,1453,1230
no.uninett.hjelp,no.uninett.diverse,19,405,340
no.uninett.skole,no.bibsys,19,3275,1722
no.uninett.skole,no.ms-windows,19,3275,1722
no.uninett.skole,no.norsk.fagord,19,3275,1722
no.uninett.skole,no.vit.diverse,19,3275,1722
no.vit.diverse,no.bibsys,19,3710,1319
no.vit.diverse,no.ms-windows,19,3710,1319
no.vit.diverse,no.norsk.fagord,19,3710,1319
no.vit.diverse,no.uninett.skole,19,3710,1319
no.ai,no.religion,18,3748,2988
no.alkohol,no.alt.irc-treff,18,26420,13785
no.alkohol,no.alt.pompel-og-pilt,18,26420,13785
no.alt.diskusjoner,no.radio-tv,18,168368,81207
no.alt.irc-treff,no.ai,18,4087,944
no.alt.irc-treff,no.alt.config,18,4087,944
no.alt.irc-treff,no.alt.diskusjoner,18,4087,944
no.alt.irc-treff,no.alt.frustrasjoner,18,4087,944
no.alt.irc-treff,no.alt.mat,18,4087,944
no.bil,no.alt.gledesutbrudd,18,31226,13872
no.biz.annonser,no.embnet,18,6978,4924
no.biz.annonser,no.kjemi,18,6978,4924
no.biz.annonser,no.lisp,18,6978,4924
no.biz.annonser,no.mail.drift,18,6978,4924
no.eunet.diverse,no.standard,18,3074,2762
no.eunet.drift,no.standard,18,2743,2106
no.eunet.hjelp,no.film,18,3090,2350
no.eunet.hjelp,no.irc,18,3090,2350
no.eunet.hjelp,no.standard,18,3090,2350
no.film,no.bolig,18,51355,19630
no.irc,no.bolig,18,53520,29112
no.irc,no.standard,18,53520,29112
no.irc,no.tungregning,18,53520,29112
no.kryptografi,no.c,18,2038,983
no.kryptografi,no.mac,18,2038,983
no.linux,no.biz.annonser,18,55051,23868
no.linux,no.marked.bil,18,55051,23868
no.linux,no.marked.bolig,18,55051,23868
no.lisp,no.marked.bil,18,12384,10668
no.lisp,no.marked.bolig,18,12384,10668
no.litteratur,no.ms-windows,18,29283,20463
no.mac,no.unix,18,71238,24654
no.mail.diverse,no.perl,18,26660,21940
no.mail.drift,no.perl,18,20201,18601
no.marked,no.alt.mat.drikke,18,50284,36323
no.marked,no.marked.diskusjon,18,50284,36323
no.marked,no.perl,18,50284,36323
no.marked.bil,no.elektronikk,18,1434,1075
no.marked.bil,no.perl,18,1434,1075
no.marked.bolig,no.perl,18,1234,1102
no.marked.data,no.perl,18,33874,20913
no.marked.diskusjon,no.prat.narkotika,18,884,728
no.marked.diskusjon,no.prat.ufo,18,884,728
no.marked.diskusjon,unknown,18,884,728
no.marked.jobb,no.norsk.fagord,18,20015,16808
no.marked.jobb,no.nuug,18,20015,16808
no.media,no.lisp,18,862,728
no.media,no.perl,18,862,728
no.media,no.sport.fotball,18,862,728
no.medisin,no.lisp,18,14388,9060
no.medisin,no.perl,18,14388,9060
no.multimedia,no.perl,18,31206,26667
no.musikk,no.norsk.fagord,18,140052,23221
no.net,no.perl,18,23765,19184
no.news.drift,no.film,18,6403,5345
no.norsk,no.lisp,18,107590,28991
no.norsk,no.perl,18,107590,28991
no.norsk.fagord,no.lisp,18,1361,635
no.norsk.fagord,no.perl,18,1361,635
no.nuug,no.film,18,3090,2947
no.nuug,no.lisp,18,3090,2947
no.nuug,no.perl,18,3090,2947
no.prat.narkotika,no.lisp,18,19057,7971
no.prat.narkotika,no.prat.ufo,18,19057,7971
no.prat.politikk,no.kjemi,18,51683,26609
no.prat.politikk,no.musikk,18,51683,26609
no.prat.ufo,no.lisp,18,4761,628
no.prat.ufo,no.prat.narkotika,18,4761,628
no.religion,no.spill,18,143204,29159
no.skole.diverse,no.kjemi,18,7597,5491
no.skole.diverse,no.stortinget,18,7597,5491
no.slekt,no.elektronikk,18,8720,2814
no.slekt,no.ms-windows,18,8720,2814
no.slekt,no.reiser,18,8720,2814
no.sources.list,no.film,18,1388,1355
no.sources.wanted,no.film,18,1564,1441
no.speider,no.film,18,4784,1847
no.spill,no.religion,18,30675,6456
no.standard,unknown,18,928,767
no.tegnsett,no.film,18,2870,1883
no.test,no.musikk,18,1919,307
no.unix,no.nuug,18,14256,4998
no.video,unknown,18,1701,1028
no.vitser,no.www,18,23838,5996
no.ai,no.alt.irc-treff,17,3748,2988
no.alt.arkiv,no.alt.irc-treff,17,2971,2714
no.alt.config,no.alt.irc-treff,17,6324,4840
no.alt.flame,no.alt.pompel-og-pilt,17,156932,49658
no.alt.frustrasjoner,no.it.emacs,17,142818,41663
no.alt.gledesutbrudd,no.alt.irc-treff,17,34672,9680
no.alt.gledesutbrudd,no.alt.pompel-og-pilt,17,34672,9680
no.alt.gledesutbrudd,no.alt.radio-tv.irma-1000,17,34672,9680
no.alt.gledesutbrudd,no.biz.annonser,17,34672,9680
no.alt.god.jul,no.alt.irc-treff,17,14888,13251
no.alt.irc-treff,no.alkohol,17,4087,944
no.alt.irc-treff,no.alt.arkiv,17,4087,944
no.alt.irc-treff,no.alt.god.jul,17,4087,944
no.alt.irc-treff,no.alt.motorsykler,17,4087,944
no.alt.mat,no.alt.irc-treff,17,13614,6912
no.alt.mat,no.biz.annonser,17,13614,6912
no.alt.motorsykler,no.religion,17,272638,18101
no.amiga,no.marked.data,17,13494,803
no.audio,no.news.diverse,17,47065,21499
no.biz.annonser,no.alt.katter,17,6978,4924
no.biz.annonser,no.alt.mat.drikke,17,6978,4924
no.biz.annonser,no.alt.pompel-og-pilt,17,6978,4924
no.biz.annonser,no.alt.radio-tv.irma-1000,17,6978,4924
no.biz.annonser,no.ef,17,6978,4924
no.biz.annonser,no.it.emacs,17,6978,4924
no.biz.nettilbydere,no.biz.annonser.data,17,5604,2699
no.eunet.hjelp,unknown,17,3090,2350
no.film,no.kryptografi,17,51355,19630
no.general,no.spill.sjakk,17,572652,195646
no.kjemi,no.bolig,17,25136,21500
no.kryptografi,no.audio,17,2038,983
no.kryptografi,no.bil,17,2038,983
no.kryptografi,no.bolig,17,2038,983
no.kryptografi,no.elektronikk,17,2038,983
no.kryptografi,no.embnet,17,2038,983
no.kryptografi,no.film,17,2038,983
no.kryptografi,no.irc,17,2038,983
no.kryptografi,no.kjemi,17,2038,983
no.kryptografi,no.lisp,17,2038,983
no.kryptografi,no.litteratur,17,2038,983
no.linux,no.bolig,17,55051,23868
no.lisp,no.bolig,17,12384,10668
no.litteratur,no.bolig,17,29283,20463
no.mac,no.bolig,17,71238,24654
no.mac,no.kryptografi,17,71238,24654
no.mail.diverse,no.uninett.skole,17,26660,21940
no.marked,no.alt.katter,17,50284,36323
no.marked,no.prat.ufo,17,50284,36323
no.marked,no.sykkel,17,50284,36323
no.marked.bil,no.marked.diskusjon,17,1434,1075
no.marked.bolig,no.marked.diskusjon,17,1234,1102
no.marked.data,no.telepost,17,33874,20913
no.marked.jobb,no.perl,17,20015,16808
no.ms-windows,no.linux,17,21902,9781
no.ms-windows,no.unix,17,21902,9781
no.musikk,no.perl,17,140052,23221
no.news.diverse,no.radio_tv,17,62629,27354
no.norsk,no.ms-windows,17,107590,28991
no.pc,no.religion,17,72503,28078
no.prat.politikk,no.pressemeldinger.diskusjon,17,51683,26609
no.religion,no.pc,17,143204,29159
no.tele,no.norsk,17,19324,7115
no.tex,unknown,17,329,17
no.uninett.skole,no.uninett.diverse,17,3275,1722
no.unix,no.mac,17,14256,4998
no.ai,no.alt.pompel-og-pilt,16,3748,2988
no.alt.arkiv,no.alt.pompel-og-pilt,16,2971,2714
no.alt.config,no.alt.pompel-og-pilt,16,6324,4840
no.alt.diskusjoner,no.mac,16,168368,81207
no.alt.frustrasjoner,no.biz.annonser,16,142818,41663
no.alt.mat,no.bil,16,13614,6912
no.amiga,no.c,16,13494,803
no.biz.diskusjoner,no.biz.nettilbydere,16,1933,1624
no.biz.nettilbydere,no.biz.diskusjoner,16,5604,2699
no.film,no.spill,16,51355,19630
no.general,no.prat.aksjer,16,572652,195646
no.irc,no.biz.annonser,16,53520,29112
no.irc,no.kryptografi,16,53520,29112
no.jus,no.kryptografi,16,59888,34547
no.kjemi,no.kryptografi,16,25136,21500
no.kryptografi,no.ef,16,2038,983
no.lisp,no.kryptografi,16,12384,10668
no.litteratur,no.kryptografi,16,29283,20463
no.mail.diverse,no.biz.diskusjoner,16,26660,21940
no.mail.diverse,no.bolig,16,26660,21940
no.mail.diverse,no.kryptografi,16,26660,21940
no.marked.data,no.bolig,16,33874,20913
no.marked.diskusjon,no.linux,16,884,728
no.marked.jobb,no.bolig,16,20015,16808
no.medisin,no.sport.diverse,16,14388,9060
no.musikk,no.prat.politikk,16,140052,23221
no.musikk,no.stortinget,16,140052,23221
no.net,no.reiser,16,23765,19184
no.news.diverse,no.kryptografi,16,62629,27354
no.norsk.fagord,no.typografi,16,1361,635
no.radio-tv,no.alt.diskusjoner,16,15586,5574
no.standard,no.telepost,16,928,767
no.student.samfund,no.general,16,701,413
no.sykkel,no.alt.gledesutbrudd,16,9200,1677
no.tegnsett,no.unix,16,2870,1883
no.tele,no.amiga,16,19324,7115
no.tele,no.mac,16,19324,7115
no.uninett.diverse,no.uninett.skole,16,1453,1230
no.uninett.drift,unknown,16,395,311
no.uninett.hjelp,no.uninett.skole,16,405,340
no.uninett.skole,no.uninett.hjelp,16,3275,1722
no.ai,no.alt.radio-tv.irma-1000,15,3748,2988
no.alkohol,no.alt.radio-tv.irma-1000,15,26420,13785
no.alt.frustrasjoner,no.perl,15,142818,41663
no.alt.gledesutbrudd,no.reiser,15,34672,9680
no.alt.motorsykler,no.alt.radio-tv.irma-1000,15,272638,18101
no.audio,no.media,15,47065,21499
no.c,no.amiga,15,23413,17227
no.general,no.norsk.fagord,15,572652,195646
no.irc,no.alt.mat,15,53520,29112
no.irc,no.alt.motorsykler,15,53520,29112
no.irc,no.alt.pompelog,15,53520,29112
no.irc,no.alt.radio_tv.irma1000,15,53520,29112
no.irc,no.eunet.hjelp,15,53520,29112
no.irc,no.stortinget,15,53520,29112
no.it.os.os2,no.linux,15,1948,96
no.jus,no.biz.annonser,15,59888,34547
no.jus,no.prat.narkotika,15,59888,34547
no.kryptografi,no.havforskning,15,2038,983
no.kryptografi,no.marked.jobb,15,2038,983
no.lisp,no.alt.frustrasjoner,15,12384,10668
no.litteratur,no.marked.diskusjon,15,29283,20463
no.litteratur,no.prat.narkotika,15,29283,20463
no.litteratur,no.prat.ufo,15,29283,20463
no.mail.diverse,no.alt.katter,15,26660,21940
no.mail.diverse,no.alt.mat.drikke,15,26660,21940
no.marked.diskusjon,no.ms-windows,15,884,728
no.marked.diskusjon,no.prat.aksjer,15,884,728
no.media,no.marked.jobb,15,862,728
no.news.diverse,no.x,15,62629,27354
no.nuug,no.unix,15,3090,2947
no.prat.narkotika,no.radio-tv,15,19057,7971
no.pressemeldinger.diskusjon,no.pressemeldinger,15,155,112
no.spill,no.student.nett,15,30675,6456
no.spill,no.student.samfund,15,30675,6456
no.standard,no.slekt,15,928,767
no.standard,no.sources.list,15,928,767
no.standard,no.sources.wanted,15,928,767
no.standard,no.speider,15,928,767
no.standard,no.spill,15,928,767
no.standard,no.sport.diverse,15,928,767
no.standard,no.tungregning,15,928,767
no.student.nett,no.spill,15,947,527
no.student.nett,no.vitser,15,947,527
no.student.samfund,no.spill,15,701,413
no.student.samfund,no.vitser,15,701,413
no.unix,no.lisp,15,14256,4998
no.unix,no.www,15,14256,4998
no.vitser,no.student.nett,15,23838,5996
no.vitser,no.student.samfund,15,23838,5996
no.alkohol,no.audio,14,26420,13785
no.alt.amiga,no.pc,14,985,360
no.alt.diskusjoner,no.sources.wanted,14,168368,81207
no.alt.flame,no.jus,14,156932,49658
no.alt.irc-treff,no.audio,14,4087,944
no.alt.radio-tv.irma-1000,no.alt.pompelog,14,12006,11504
no.bil,no.alt.diskusjoner,14,31226,13872
no.bil,no.alt.frustrasjoner,14,31226,13872
no.bil,no.alt.mat,14,31226,13872
no.biz.annonser,no.alt.gledesutbrudd,14,6978,4924
no.elektronikk,no.media,14,24612,17793
no.folklore.edb,no.perl,14,2185,1647
no.hobby.diverse,unknown,14,3441,2826
no.jus,no.biz.diskusjoner,14,59888,34547
no.jus,no.student.nett,14,59888,34547
no.kjemi,no.biz.diskusjoner,14,25136,21500
no.kryptografi,no.biz.diskusjoner,14,2038,983
no.kryptografi,no.mail.diverse,14,2038,983
no.kryptografi,no.mail.drift,14,2038,983
no.kryptografi,no.marked.data,14,2038,983
no.litteratur,no.prat.aksjer,14,29283,20463
no.mac,no.biz.diskusjoner,14,71238,24654
no.mac,no.it.emacs,14,71238,24654
no.marked.bolig,unknown,14,1234,1102
no.media,no.elektronikk,14,862,728
no.media,no.marked.bil,14,862,728
no.media,no.marked.bolig,14,862,728
no.media,no.marked.diskusjon,14,862,728
no.media,no.ms-windows,14,862,728
no.medisin,no.prat.narkotika,14,14388,9060
no.ms-windows,no.litteratur,14,21902,9781
no.musikk,no.alt.mat,14,140052,23221
no.musikk,no.alt.motorsykler,14,140052,23221
no.net,no.marked.bil,14,23765,19184
no.net,no.marked.bolig,14,23765,19184
no.net,no.marked.diskusjon,14,23765,19184
no.news.diverse,no.it.emacs,14,62629,27354
no.news.diverse,no.marked.bil,14,62629,27354
no.news.diverse,no.marked.bolig,14,62629,27354
no.news.diverse,no.uninett.diverse,14,62629,27354
no.norsk,no.marked.bil,14,107590,28991
no.norsk,no.marked.bolig,14,107590,28991
no.norsk,no.marked.diskusjon,14,107590,28991
no.nuug,no.marked.bil,14,3090,2947
no.nuug,no.marked.bolig,14,3090,2947
no.nuug,no.marked.diskusjon,14,3090,2947
no.prat.politikk,no.bil,14,51683,26609
no.psykologi,no.medisin,14,17960,9534
no.reiser,no.alt.motorsykler,14,2299,410
no.speider,no.news.diverse,14,4784,1847
no.sport.fotball,no.sport.diverse,14,7137,416
no.standard,no.radio_tv,14,928,767
no.tungregning,no.slekt,14,528,506
no.tungregning,no.sources.list,14,528,506
no.tungregning,no.sources.wanted,14,528,506
no.tungregning,no.speider,14,528,506
no.tungregning,no.spill,14,528,506
no.tungregning,no.sport.diverse,14,528,506
no.tungregning,no.standard,14,528,506
no.tungregning,no.tegnsett,14,528,506
no.tungregning,no.telepost,14,528,506
no.uninett.skole,no.radio_tv,14,3275,1722
no.unix,no.ms-windows,14,14256,4998
no.unix,no.tele,14,14256,4998
no.vitser,no.tegnsett,14,23838,5996
no.www,no.media,14,14654,2747
no.alt.pompel-og-pilt,no.alt.radio_tv.irma1000,13,13193,12415
no.biz.annonser.data,no.musikk,13,2365,1608
no.biz.nettilbydere,no.mac,13,5604,2699
no.c,no.news.diverse,13,23413,17227
no.film,no.biz.diskusjoner,13,51355,19630
no.havforskning,no.biz.annonser,13,17004,15678
no.havforskning,no.biz.diskusjoner,13,17004,15678
no.havforskning,no.bolig,13,17004,15678
no.havforskning,no.kryptografi,13,17004,15678
no.irc,no.biz.diskusjoner,13,53520,29112
no.jus,no.uninett.diverse,13,59888,34547
no.kjemi,no.alt.mat.drikke,13,25136,21500
